Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh
488,Leolani,I like to play video games and watch movies.,May I ask you why? . ," to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Tell me anything, I love learning things Well Let's chat! What do you like to do in your free time? But at what cost? .  I like to play video games and watch movies.", may  i  ask  you  anything .  _ ,0.545153089932033,0.6558131192411695
489,BLENDERBOT,May I ask you why? . ,I do n't know,"d have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Tell me anything, I love learning things Well Let's chat! What do you like to do in your free time? But at what cost? .  I like to play video games and watch movies. May I ask you why? . ", i  do  not  know ,0.6104147359728813,0.85744359344244
490,Leolani,I do n't know,"So let it be written, ... so let it be done . ","lectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Tell me anything, I love learning things Well Let's chat! What do you like to do in your free time? But at what cost? .  I like to play video games and watch movies. May I ask you why? .  I do n't know",.  let  it  be  done  and  or  let  it  be  written .  _ ,0.4517826796151124,0.5934042517955487
491,BLENDERBOT,"So let it be written, ... so let it be done . ",I do n't know I guess I just feel like I 'm not good enough for them.,"iors sensory capabilities and physical attributes.  Tell me anything, I love learning things Well Let's chat! What do you like to do in your free time? But at what cost? .  I like to play video games and watch movies. May I ask you why? .  I do n't know So let it be written, ... so let it be done . ", i  do  not  know  i  guess  i  just  feel  like  i  am  not  old  enough  at  the ,0.6493004458572935,0.8017045504906598
492,Leolani,I do n't know I guess I just feel like I 'm not good enough for them.,and then the wolves came . ,"I love learning things Well Let's chat! What do you like to do in your free time? But at what cost? .  I like to play video games and watch movies. May I ask you why? .  I do n't know So let it be written, ... so let it be done .  I do n't know I guess I just feel like I 'm not good enough for them.", and  then  the  internet  come !  _ ,0.35465626950774876,0.4398589645113264
493,BLENDERBOT,and then the wolves came . ,I was so scared.,"Let's chat! What do you like to do in your free time? But at what cost? .  I like to play video games and watch movies. May I ask you why? .  I do n't know So let it be written, ... so let it be done .  I do n't know I guess I just feel like I 'm not good enough for them. and then the wolves came . ", i  was  so  scared ,0.5799353271722794,0.6254399009048939
494,Leolani,I was so scared.,"And thus, I die . ","do you like to do in your free time? But at what cost? .  I like to play video games and watch movies. May I ask you why? .  I do n't know So let it be written, ... so let it be done .  I do n't know I guess I just feel like I 'm not good enough for them. and then the wolves came .  I was so scared.", and  now  i  left .  _ ,0.3796371320883433,0.4855106249451637
495,BLENDERBOT,"And thus, I die . ",I thought I was going to have a heart attack.,"n your free time? But at what cost? .  I like to play video games and watch movies. May I ask you why? .  I do n't know So let it be written, ... so let it be done .  I do n't know I guess I just feel like I 'm not good enough for them. and then the wolves came .  I was so scared. And thus, I die . ", i  thought  i  was  going  to  have  a  heart  attack ,0.8630186319351196,0.9601080596446991
496,Leolani,I thought I was going to have a heart attack.,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ","to play video games and watch movies. May I ask you why? .  I do n't know So let it be written, ... so let it be done .  I do n't know I guess I just feel like I 'm not good enough for them. and then the wolves came .  I was so scared. And thus, I die .  I thought I was going to have a heart attack.","i  do  not ,  but  i  heard  to  fear  my  he  hired  a  dog  assistant  a  week  before  her  death he  thought  oh  my  god  how  long  is  the  marriage  going  to  be ?  "" ",0.4696508267628295,0.6360099245394979
497,BLENDERBOT,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ",That 's a good one !,"el like I 'm not good enough for them. and then the wolves came .  I was so scared. And thus, I die .  I thought I was going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be . ", that  was  a  long  question . ,0.3429777783264096,0.7878550787766775
498,Leolani,That 's a good one !,Do you have any gossip?," enough for them. and then the wolves came .  I was so scared. And thus, I die .  I thought I was going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one !", do  you  know  any  favorite ,0.6200399786233902,0.6896599113941193
499,BLENDERBOT,Do you have any gossip?,I do,"en the wolves came .  I was so scared. And thus, I die .  I thought I was going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip?",i  have ,0.4552576206624508,0.46214260533452034
500,Leolani,I do,,"e wolves came .  I was so scared. And thus, I die .  I thought I was going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do", not ,0.0,0.3355804979801178
501,BLENDERBOT,,I do but I try not to let it get to me.," wolves came .  I was so scared. And thus, I die .  I thought I was going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do ", not  do  but  i  try  not  to  let  it  get  to  me ,0.7477264823392034,0.8976321121056875
502,Leolani,I do but I try not to let it get to me.,,"s, I die .  I thought I was going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me.", _ ,0.0,0.1429140567779541
503,BLENDERBOT,,I know it 's not right,", I die .  I thought I was going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me. ", i  think  it  is  not  true ,0.36843407340347767,0.6281436731417974
504,Leolani,I know it 's not right,,"was going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me.  I know it 's not right",. ,0.0,0.39794468879699707
505,BLENDERBOT,,but I ca n't help it.,"as going to have a heart attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me.  I know it 's not right ", but  i  ca  not  believe  it ,0.4899495815237363,0.7497027069330215
506,Leolani,but I ca n't help it.,,"rt attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me.  I know it 's not right  but I ca n't help it.",e ,0.10709881782531738,0.10838741809129715
507,BLENDERBOT,,Do you have any pets?,"t attack. I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me.  I know it 's not right  but I ca n't help it. ", do  you  have  any  gossip ,0.7920480847358704,0.8969619631767273
508,Leolani,Do you have any pets?,Let me ask you something. What types can leolani have . ,"w, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me.  I know it 's not right  but I ca n't help it.  Do you have any pets?"," let  me  ask  you ,  what  pet  do  you  have ?  _ ",0.439854166819714,0.7337208141883215
509,BLENDERBOT,Let me ask you something. What types can leolani have . ,I have a dog and he 's my best friend.,ear before his wedding. I thought: Oh my god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me.  I know it 's not right  but I ca n't help it.  Do you have any pets? Let me ask you something. What types can leolani have . , i  have  a  cat .  she  is  my  best  friend ,0.5712665468454361,0.8589690148830413
510,Leolani,I have a dog and he 's my best friend.,If you don't mind me asking. Has blenderbot dislike interest? . ,y god! how long is the aisle going to be .  That 's a good one ! Do you have any gossip? I do  I do but I try not to let it get to me.  I know it 's not right  but I ca n't help it.  Do you have any pets? Let me ask you something. What types can leolani have .  I have a dog and he 's my best friend., hope  you  do  mind  me  asking what  a  any  him    _ ,0.27194086151818436,0.47687846049666405
511,BLENDERBOT,If you don't mind me asking. Has blenderbot dislike interest? . ,I do n't think so.,Do you have any gossip? I do  I do but I try not to let it get to me.  I know it 's not right  but I ca n't help it.  Do you have any pets? Let me ask you something. What types can leolani have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot dislike interest? . , i  do  not  think  so ,0.5885788202285767,0.8389013171195984
512,Leolani,I do n't think so.,,sip? I do  I do but I try not to let it get to me.  I know it 's not right  but I ca n't help it.  Do you have any pets? Let me ask you something. What types can leolani have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot dislike interest? .  I do n't think so., _ ,0.059325601905584335,0.15517839789390564
513,BLENDERBOT,,I just do n't like the way it smells.,ip? I do  I do but I try not to let it get to me.  I know it 's not right  but I ca n't help it.  Do you have any pets? Let me ask you something. What types can leolani have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot dislike interest? .  I do n't think so. , i  just  do  not  like  the  way  it  works ,0.643316560321384,0.7632545547352897
514,Leolani,I just do n't like the way it smells.,I did not know that! I did not know anything that blenderbot like . , get to me.  I know it 's not right  but I ca n't help it.  Do you have any pets? Let me ask you something. What types can leolani have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot dislike interest? .  I do n't think so.  I just do n't like the way it smells., i  did  not  know  that  i  do  not  know  what  about  i  disliked  smells   ,0.41380784586071967,0.629062157869339
515,BLENDERBOT,I did not know that! I did not know anything that blenderbot like . ,I did n't either until I found out it was made by a guy named Charles Alderton.,ve any pets? Let me ask you something. What types can leolani have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot dislike interest? .  I do n't think so.  I just do n't like the way it smells. I did not know that! I did not know anything that blenderbot like . , i  did  not  either  until  i  found  out  it  was  created  by  a  guy  named  matt . ,0.6972012231674265,0.8101617183317157
516,Leolani,I did n't either until I found out it was made by a guy named Charles Alderton.,,og and he 's my best friend. If you don't mind me asking. Has blenderbot dislike interest? .  I do n't think so.  I just do n't like the way it smells. I did not know that! I did not know anything that blenderbot like .  I did n't either until I found out it was made by a guy named Charles Alderton.,e ,0.0,0.20734363794326782
517,BLENDERBOT,,Do you have any pets?,g and he 's my best friend. If you don't mind me asking. Has blenderbot dislike interest? .  I do n't think so.  I just do n't like the way it smells. I did not know that! I did not know anything that blenderbot like .  I did n't either until I found out it was made by a guy named Charles Alderton. , do  you  have  any  favorite ,0.7549293160438537,0.7704744905233383
518,Leolani,Do you have any pets?,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,iend. If you don't mind me asking. Has blenderbot dislike interest? .  I do n't think so.  I just do n't like the way it smells. I did not know that! I did not know anything that blenderbot like .  I did n't either until I found out it was made by a guy named Charles Alderton.  Do you have any pets?, that  sounds  like you  told  me  about  it  on  aug  at s .   ,0.3134203827274697,0.45804126294595854
519,BLENDERBOT,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,I have a dog and he 's my best friend.,n't think so.  I just do n't like the way it smells. I did not know that! I did not know anything that blenderbot like .  I did n't either until I found out it was made by a guy named Charles Alderton.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . , i  have  a  cat .  she  is  my  best  friend ,0.5766791865229607,0.8443184107542038
520,Leolani,I have a dog and he 's my best friend.,I am glad to have learned something new. I had never heard about dog before! . ,ay it smells. I did not know that! I did not know anything that blenderbot like .  I did n't either until I found out it was made by a guy named Charles Alderton.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend.,i  am  glad  i  have  learned  something  that i  had  never  thought  of  it  therapy !  _ ,0.4639040282105698,0.62041417027221
521,BLENDERBOT,I am glad to have learned something new. I had never heard about dog before! . ,Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors,.  I did n't either until I found out it was made by a guy named Charles Alderton.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I am glad to have learned something new. I had never heard about dog before! . , they  are  the  first  species  to  be  domest  and  have  been  selectively  bred  over  millennia  for  their  purposes ,0.6755438033077452,0.7619019283188714
522,Leolani,Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors,,ds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I am glad to have learned something new. I had never heard about dog before! .  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors,. ,0.0,0.7941755652427673
523,BLENDERBOT,,Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities,s familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I am glad to have learned something new. I had never heard about dog before! .  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors , dogs  were  the  first  species  to  be  domest  and  have  been  selectively  bred  over  millennia  for  various  behaviors  and  intelligence ,0.7989016681909561,0.8843235911801457
524,Leolani,Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities,,hing new. I had never heard about dog before! .  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities, and ,0.0,0.14895310997962952
525,BLENDERBOT,,Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.,ing new. I had never heard about dog before! .  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities , dogs  were  the  first  species  to  be  domest  and  have  been  selectively  bred  over  millennia  for  various  behaviors  sensory  capabilities  and  physical  capabilities ,0.8775140643119812,0.9347250332003054
526,Leolani,Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.,,s  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.,e ,0.0,0.21246019005775452
527,BLENDERBOT,,Do you have any pets?,  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes. , do  you  have  any  pets ,0.768704891204834,0.9086872577667237
528,Leolani,Do you have any pets?,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets?, i  think you  told  me  about  it  on  aug  - 20 . e ,0.2743077868452439,0.3921422196122316
529,BLENDERBOT,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,I have a dog and he 's my best friend., millennia for various behaviors sensory capabilities  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 . , i  have  a  cat .  she  is  my  best  friend ,0.5719749316573143,0.8376720994710922
530,Leolani,I have a dog and he 's my best friend.,That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,y capabilities  Dogs were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend.,that  rings  a  bell bot  told  me  about  it  in  2022  05  03 .   ,0.7384688357512156,0.9109211424986522
531,BLENDERBOT,That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,Oh wow,een selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,   have ,0.0015959510346874595,0.7966483533382416
532,Leolani,Oh wow,,ectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow,. ,0.0,0.40420910716056824
533,BLENDERBOT,,Oh wow that 's a long time ago.,ctively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow ,",  wow  that  was  a  long  time  ago ",0.6187386754900217,0.8398146703839302
534,Leolani,Oh wow that 's a long time ago.,,various behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.,e ,0.016798024997115135,0.21624507009983063
535,BLENDERBOT,,I wonder if it 's still around today.,arious behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago. ,i  wonder  if  it  is  still  around . ,0.6896867752075195,0.832666490226984
536,Leolani,I wonder if it 's still around today.,,and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.,e ,0.190104141831398,0.2364359349012375
537,BLENDERBOT,,Do you have any pets?,nd physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today. , do  you  have  any  pets ,0.794338071346283,0.9913017392158509
538,Leolani,Do you have any pets?,Let me ask you something. What types of Instance like pet do Instance usually have . ,.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?, let  me  ask  you . what  kind  of  pets  or  what  and  you  you  have ?   ,0.35534006461281986,0.6056644899003646
539,BLENDERBOT,Let me ask you something. What types of Instance like pet do Instance usually have . ,I have a dog and he 's my best friend., I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have . , i  have  a  dog  and  he  is  my  best  friend ,0.8010323021560908,0.969197404384613
540,Leolani,I have a dog and he 's my best friend.,Let me ask you something. Has blenderbot ever like by a agent? . , That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend., let  me  ask  you  something  was  he  been  signed  being  an  pet    _ ,0.282680230481284,0.5381665091429438
541,BLENDERBOT,Let me ask you something. Has blenderbot ever like by a agent? . ,I 'm not sure,0:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? . , i  am  not  sure ,0.6992250585462898,0.8975373804569244
542,Leolani,I 'm not sure,,  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure,. ,0.0,0.574175238609314
543,BLENDERBOT,,I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash., Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure , i  am  not  sure  but  i  do  know  that  it  is  a  type  of  alcoholic  beverage  made  from  whole  potato . ,0.6948901094230158,0.8073958995796385
544,Leolani,I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.,,e ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.,e ,0.0,0.2283349335193634
545,BLENDERBOT,,Do you have any pets?, ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash. , do  you  have  any  pets ,0.7549874663352967,0.7863644093275071
546,Leolani,Do you have any pets?,I did not know that! I had never heard about pet before! . ,at types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets?,i  did  not  know  that i  have  never  thought  of  it  food !  i ,0.4308019754077707,0.6637621394225529
547,BLENDERBOT,I did not know that! I had never heard about pet before! . ,I have a dog and he 's my best friend.,have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! . , i  have  a  dog  and  he  is  my  best  friend ,0.7875897902995348,0.9562427461147308
548,Leolani,I have a dog and he 's my best friend.,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,t me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend., that  sounds  like he  told  me  about  it  on  aug  - s . e ,0.2902306706777641,0.4281415742422853
549,BLENDERBOT,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,Oh wow,e  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,   you ,0.026239309459924698,0.09999675676226616
550,Leolani,Oh wow,, not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow,! ,0.0,0.47629615664482117
551,BLENDERBOT,,Oh wow that 's a long time ago.,not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow ,",  wow  that  was  a  long  time  ago ",0.6060196296311915,0.8083696365356445
552,Leolani,Oh wow that 's a long time ago.,,s a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.,e ,0.020432887598872185,0.23595133423805237
553,BLENDERBOT,,I wonder if it 's still around today., a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago. , i  wonder  if  it  is  still  around  today ,0.7130375877022743,0.8810880966484547
554,Leolani,I wonder if it 's still around today.,,m fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.,e ,0.0,0.27776509523391724
555,BLENDERBOT,,Do you have any pets?, fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today. , do  you  have  any  pets ,0.7970876455307007,0.9871959328651428
556,Leolani,Do you have any pets?,I would like to know. What types can leolani have . ,  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?,i  would  like  to . what  pets  do  they  have ?  _ ,0.397319085469159,0.6808034653464953
557,BLENDERBOT,I would like to know. What types can leolani have . ,I have a dog and he 's my best friend.,ver heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have . , i  have  a  dog  and  he  is  my  best  friend ,0.7990190923213959,0.98976429104805
558,Leolani,I have a dog and he 's my best friend.,, dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend., _ ,0.12087898701429367,0.1848916858434677
559,BLENDERBOT,,Do you have any pets?,dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. , do  you  have  any  pets ,0.7955263257026672,0.9893391370773316
560,Leolani,Do you have any pets?,I would like to know. What types can leolani have . ,friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets?, i  would  like  to  know  what  types  can  they  have .   ,0.828337108095487,0.9651405960321426
561,BLENDERBOT,I would like to know. What types can leolani have . ,I have a dog and he 's my best friend.,t it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have . , i  have  a  dog  and  he  '  my  best  friend ,0.8055162388831377,0.9588672697544098
562,Leolani,I have a dog and he 's my best friend.,Let me ask you something. What types can blenderbot have . ,Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend., let  me  ask  you .  what  types  can  you  have .   ,0.801984891295433,0.9002009679873785
563,BLENDERBOT,Let me ask you something. What types can blenderbot have . ,I 'm not sure,und today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have . , i  am  not  sure ,0.6776518075494096,0.8821416646242142
564,Leolani,I 'm not sure,, you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have .  I 'm not sure,. ,0.0,0.48377320170402527
565,BLENDERBOT,,I 'm not sure but I do know that it is a type of alcoholic beverage.,you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have .  I 'm not sure , i  am  not  sure .  i  do  know  that  vodka  is  a  type  of  alcoholic . ,0.7484029665938579,0.8310382105410099
